0x0000022530899CD0, 37692355589486256, 592643703, 592643706, 3, 320x180 
0x0000022530899CD0, 37692355590441032, 592643798, 592643801, 3, 320x180 
0x0000022530899CD0, 37692355591402056, 592643897, 592643900, 3, 320x180 
0x0000022530899CD0, 37692355592507296, 592644007, 592644009, 2, 320x180 
0x0000022530899CD0, 37692355593483128, 592644102, 592644105, 3, 320x180 
0x0000022530899CD0, 37692355594441256, 592644199, 592644202, 3, 320x180 
0x0000022530899CD0, 37692355595401128, 592644294, 592644297, 3, 320x180 
0x0000022530899CD0, 37692355596524024, 592644411, 592644414, 3, 320x180 
0x0000022530899CD0, 37692355597485168, 592644499, 592644502, 3, 320x180 
0x0000022530899CD0, 37692355598439912, 592644597, 592644600, 3, 320x180 
0x0000022530899CD0, 37692355599401688, 592644694, 592644696, 2, 320x180 
0x0000022530899CD0, 37692355600360504, 592644791, 592644795, 4, 320x180 
0x0000022530899CD0, 37692355601468848, 592644896, 592644899, 3, 320x180 
0x0000022530899CD0, 37692355602428264, 592644993, 592644996, 3, 320x180 
0x0000022530899CD0, 37692355603405624, 592645097, 592645125, 28, 424x240 
0x0000022530899CD0, 37692355604348800, 592645186, 592645190, 4, 424x240 
0x0000022530899CD0, 37692355605316296, 592645283, 592645288, 5, 424x240 
0x0000022530899CD0, 37692355606440760, 592645414, 592645418, 4, 424x240 
0x0000022530899CD0, 37692355607401000, 592645493, 592645497, 4, 424x240 
